,opinion,rates
221,"Que rico se come ahi la verdad que es un lujo
la comida peruana es muy sabrosa
puntualmente tanta tiene unas cosas fantasticas
jugos naturales
muy buena atencion
lugar hermoso",50
222,"Excelente maridaje y combinación de sabores con historias de sus aderezos, desde platos muy elaborados hasta los más sencillos con excelente sabor para todos los gustos, excelente relación calidad - precio",50
223,"Tiene un menú variado con platillos locales con excelencia culinaria, vale la pena darse tiempo para disfrutar de la mejor comida peruana.",50
224,"Excelente comida peruana para todos los gustos y los postres de maravilla súper recomendable los tallarines verdes con apanado",50
225,"Todo el menú es delicioso, fui varias veces y nunca falló, y el servicio es excelente, y en un lugar seguro y bonito .",50
226,"El restaurant es muy bonito muy acogedor ,el personal es muy atento desde que uno llega para ubicarte en la mesa ,,te ofrecen la carta te dan sugerencias de los platos del dia  La comida es muy rica,ni decir de los dulces",50
227,"Después de una nefasta experiencia en el Chicha de Arequipa, probamos suerte (por casualidad) con el Tanta de Miraflores. Estaba todo realmente bueno, con estupenda presentación, personal atento y en sus puestos, tiempo de servicio el adecuado, platos en su punto. Lo mejor estaba por... ;""Más",50
228,"He ido muchas veces a Tanta en diferentes lugares de la ciudad y la calidad sabor y variedad es la misma !
me considero una persona detallista en varios aspectos y si bien la 1ra vez no tuve una buena impresión por estar demasiado condimentado... ;""Más",50
229,"Excelente restaurante de Fast Food en el aeropuerto.
Una vez más el conocido Chef ha sabido crear un agradable ambiente en un entorno que nos tiene acostumbrados a los viajeros a comida rapida e insipida sin ningún valor culinario.
excelente opción para efectuar un brunch... ;""Más",50
230,"Este lugar es muy reconocido y está dentro de varios lugares de comida del mismo chef. Por lo cual esperaba algo más rico o novedoso. 
Los precios razonables y la atención bastante bien. 
Podrían mejorar.",40
231,"Visitamos el Tanta del aeropuerto por casualidad y ahí mismo nos enteramos de que pertenecía al grupo de Gastón Acurio. A pesar de tener precios más que razonables (unos 20 euros por comensal), ofrece una gran calidad y platos sabrosisimos. Especialmente destacable es el ceviche... ;""Más",50
232,"Nos encantaron los platos, especialmente el aji de gallina! Personal muy atento que nos explico como se cocinaban los platos peruanos. Pisco sour muy recomendable!",50
233,"Una carta delicada y completa que hace maravillas en el aeropuerto, cocina increibe y atencion inmejorable, muy buena cocina peruana",50
234,"Hace poco regresé al tanta de San Miguel con unas amigas turistas y queriamos que prueben platos peruanos como los que ofrecian: Lomo saltado, aji de gallina, tacu tacu, etc. 
Pedimos todo lo mencionado más un arroz oriental (chaufa) con chijaukai. 
La verdad la comida... ;""Más",30
235,"Comí ensalada pero el sabor fue muy bueno por exótico. Considero que es un restaurante con comida fusión de buen sabor y vale la pena visitarlo pues no se compara con otros. Es una de las excelentes apuestas del Chef peruano Gastón Acurio.",40
236,"Para cerrar con broche de oro nos dirijimos a Larcomar  a volver la vista al mar nos comimos varios potajes a base de pescados y mariscos con vino estuvo bien felicitaciones",50
237,"Estuve en el local de San Isidro. Muy rico todo, especialmente la ensalada de pulpo. La causa también es espectacular, y los cebiches y arroces con mariscos, imperdibles.",40
238,"Un buen restaurante italiano situado cerca del mar Muy ricos los espaguetis y los raviolis. Servicio normal Relación calidad precio acetable",30
239,"Fui para el cumpleaños de una amiga hace un mes y me encantó. Tienen una muy bonita vista al mar y la comida no se demora mucho en salir.",50
240,"Tanta siempre ofrece muy buenas experiencias, a partir de platos comunes en la cocina peruana, claro con un toque distintivo y joven. El Tanta de Larcomar es maravilloso, sobre por la vista panoramica del Oceano, comiendo un ceviche o una causa peruana. Genial!",40
241,"Es un restaurante genial , siempre lleno , encantador con una carta super atractiva. Su creador es un genio superconocido tanto en Madrid como en Lima y otras capitales. Desde mi punto de vista merece la pena probarlo. Siempre volveré.",40
242,"El lugar muy bueno , buen ambiente. Servicio rápido y amable , buena variedad en cervezas. Deben mejorar la temperatura de los alimentos pues la mayor parte llegaron fríos . No admiten reservas",30
243,"Me parecio muy rico como para tomar un aperitivo o compartir un rato,hay musica y esta ubicado en el mall, por lo que hay bastante gente. La comida muy rica especialmente el ceviche.",50
244,"Fuimos a almorzar a este restaurant,  y pedimos un aeropuerto, que practicamente era para dos personas. Tambien pedimos postres , que resultaron buenisimos. Muy aconsejable..",40
245,"El ambiente es lindo, cálido y acogedor. El personal es amable pero preguntan demasiadas veces si todo está bien y no solo una persona, sino como 3. La comida es buena pero no es espectacular y el precio es un poco alto para lo que... ;""Más",30
246,"Mi experiencia fué única, deleite la comida y bebidas que sirven en este Restaurante, completamente sana, con ingredientes procesados en casa y vegetales sembrados alli también, la atención de su personal tiene un calificativo de 100, la explicación de lo que contiene cada plato que... ;""Más",50
247,"La comida muy buena y la atencion como siempre perfecta...Un lugar completamente recomendado para publico Que sabe apreciar la buena comida.",40
248,"Es un restaurant ligero de comida cacera de excelente sazón al estilo de Gastón Acurio ; muy bueno el pollo a la cacerola ; no dejen de ir y probar su deliciosos platos",50
249,"La comida buenísima, probamos varios platos y estuvieron bastante buenos. El lomo saltado delicioso, los ravioles de alcachofa riquísimos, el cebiche claro también bueno, hasta la sopa de cebolla! 
La atención si es de mejorar, el servicio súper demorado y descuidado en estar pendiente del... ;""Más",40
250,"Muy buen restaurante, con comida variada, una muy buena vista al mar espectacular, el lugar es muy acogedor",40
251,"Deliciosa comida en presentación y gusto, variedad en platos y postres, bebidas y cócteles, por sobretodo muy accesible. El trato del personal muy bueno, súper agradables y atentos, son bilingües y puedes llevar a degustar buena comida peruana a los visitantes extranjeros con toda confianza... ;""Más",50
252,"Hay varios tantas en todo Lima , el que se encuentra en el larcomar es especial ya que se tiene la vista del mar asombrosa. Fuera de eso todos son deliciosos las pastas son algo asombrosas",50
253,"Excelente lugar!!! No puede faltar comer aquí así sea en un día de visita por Lima. Excelente servicio, la comida espectacular, la vista súper desestresante. Es el mejor lugar en Larcomar",50
254,"Realmente esperaba más, para ser un restaurante tan cotizado y por sus precios, pensé que tendría una experiencia gastronómica diferente .. realmente por lo que pagas no vale la pena... Existen mejores opciones como segundo muelle por ejemplo, o por el valor y la calidad... ;""Más",30
255,"Fuimos al de Larcomar.. excelente atención, comida deliciosa y una espectacular vista. A pesar de que hay Tanta en Chile y es casi la misma carta, vale la pena ir si tienen que elegir un lugar en el mismo mall...",50
256,"Fuimos al tanta que está dentro de Larcomar. La atención fue excelente tanto las recepcionistas como nuestro mozo fueron atentos, simpáticos y predispuestos. La comida típica peruana que elegimos fue una delicia y la vista que disfrutamos desde la mesa fue sin desperdicios.
Absolutamente recomendable... ;""Más",50
257,"Fue el mejor desayuno que tuvimos en Lima. El resto del menu es rico. Pero realmente nos sorprendió el desayuno. Vale la pena ir temprano, disfrutar de la vista y comenzar el día desde aquí",50
258,"Se agradece  que abra los feriados,cuando todo está cerrado. Disfruté del mejor pisco sour de Lima. Un poco lenta la atención,el lugar es pequeño,el ceviche muy bueno. Y el arroz con mariscos de otro mundo.",40
259,"Los Tanta son siempre buenos en todos los aspectos. La comida de primera, buenisimo atención y algo que te sorprenda. Una elección segura.",40
260,"Mi experiencia en Tanta fue increíble! Está ubicado en el malecón de Miraflores con una perfecta vista abierta al mar. Se puede comer en la terraza o en el interior del restaurant que al tener grandes ventanales permite disfrutar del panorama. La comida exquisita y... ;""Más",50
261,"La semana pasada fui al Tanta de Chacarilla con un un grupo de amig@s, tres de ellas extranjeras, felizmente encontramos una mesa grande para 7 personas pero casi en la entrada, los pisco sours estuvieron buenos y el piqueo resulto agradable porque había tres o... ;""Más",30
262,"Muy buena opción si estas en Larcomar, comimos varios platos pero el que resalto fue el arroz chaufa! Muy bueno! Muy buenas vistas para el almuerzo en lima !!",50
263,"Si Lima tiene algún campo de mejora gastronómica son sus desayunos y este lugar lo hace muy bien, proporcionando una selección de postres extraordinaria. Simple pero bien ejecutado.",50
264,"antes de partir de peru y no podia comer fast food asi que mi despedida en tanta excelente un pisco sour tamalito verde en su punto perfecto y unos ravioles de asado bañados en su jugo al vino tino wowwwww que delicia recomendable totalmente servicio... ;""Más",50
265,"El local de Larcomar es muy bonito, la comida de la mejor calidad, el pastel de choclo con carne es el mejor de Lima.
Las tapas son buenazas y en general cualquier plato criollo peruano es excelente.",50
266,"Es un lugar muy rico donde uno puede sentarse tranquilo a comer comida diversa con sabores exóticos. Hay ensaladas, carnes, pollos, pescados, todo súper rico. Lo que si es que de vez en cuando la atención es lenta.",40
267,"Buena atención,  la comida excelente,  comida criolla Peruana, la atención muy buena, el mejor TANTA el de Larcomar porque tiene vista al mar, y almorzar así es de maravilla",40
268,"Óptimos platos criollos en especial los tequenos de ají, las causas y algunos platos fuertes típicos del chef.

Para toda la familia...",40
269,"Almorzamo en Tanta Larcomar, Lima, hermoso lugar con vistas al mar (pareciera estar a borado de un crucero), excelente atención y las pastas estaban buenísimas!!!",50
270,"Tanta, donde sea, siempre bueno, siempre bien atendido. La comida riquísima. Fuimos en dos oportunidades y realmente han logrado estandarizar de manera profesional esta cadena de restaurantes. Muy buena relación precio/calidad en Perú... por qué en Chile es carísimo!",50
271,"Puré del asado de la abuela casi frío . Carne insípida y poco tierna , nada fuera de lo común . Lo mejor del plato el arroz .. y lamentablemente es el acompañamiento .  Lugar se ve antiguo . Servicio el Garzon muy preocupado de... ;""Más",30
272,"Agradable visita. Nos fallaron con un par de platillos, pero intentaron compensar. Buena variedad de cervezas artesanales.
Pedimos ravioles, podrían tener un poco más de relleno.",30
273,"Me gusto la comida, la atención, deberían eso si mejorar la decoración o infraestructura me parece algo anticuada su comida es buena y de precio elevado creo que podrían mejorar su decoración la competencia se esmera más.",40
274,"Tiene una oferta interesante de platos con fusión criollo internacional 
Tiene unos dulces fabulosos
Buenos Pisco sour y chilcanos 
Una propuesta interesante",50
275,"Tanta es una cadena de restaurantes A1 muy buena comida, variedad de platos y postres; si se trata de hacer dieta las ensaladas son excelentes.",50
276,"Tengo la suerte de tener uno de sus locales cerca así que disfruto siempre no solo de cenar u almorzar aquí cuando no esta muy concurrido. En el local de chacarilla días de mucho público prefiero no ir siento las mesas muy juntitas. Todos sus... ;""Más",40
277,"Justo bajando del avion nos hemos ido a Tanta, me pedido un pollo con arroz chaufa muy bueno. Las bebidas han estada rebuenas y el servicio de igual manera.
No he probado los postres pero debo reconocer que tenian muy buena pinta.",40
278,"Es un Restaurante que presenta una lista muy variada de platos, nacionales principalmente,  además de sándwiches, ensaladas, pasteles y postres, muchos de ellos con el toque propio que le da a sus comidas,  su propietario el gran chef Gastón Acurio, su local de Chacarilla es... ;""Más",40
279,"Es un restaurante con muchos años de funcionamiento, varios locales en distintas partes de Lima y su dueño es el conocidísimo chef Gastón Acurio.
Puedes ir desde la mañana a desayunar tanto como para almorzar o cenar.
La comida es excelente, tiene unas combinaciones de... ;""Más",50
280,"Haciendo un pequeño recorrido en El Centro Comercial Larcomar, me pareció a bien tomar algo refrescante y comer algo ligero para seguir mi camino. Un sándwich y una cremolada, arreglaron todo. Me agradó la atención del personal y pues los precios de los desayunos me... ;""Más",50
281,"Bien localizado en el shopping larcomar. Una vista preciosa al Pacífico. Muy buena la atención. Pedí un pisco sour imperdible y una causa que estaba impresionante. Precios moderados pero lo vale. Abundantes las porciones. Bien ubicado. Aceptan todas las tarjetas",50
282,"Rico como siempre, mantiene su estándar a lo largo de sus sucursales! La atención es buena y rápida lo cual es un agrado, la comida siempre es rica y ni hablar de los postres, muy buenos.
100% recomendable!",40
283,"Es una muy buena opción para probar y/o picar distintos platos con muy buena sazón. El de Larcomar es ideal para ir con extranjeros. Tiene buenos jugos y cocteles (un poco caros)",50
284,"Almorzamos en este restaurante un delicioso ceviche de pescado, paella a la chola, gallina al ají, nuestro respectivo Pisco y de postre suspiro limeño, muy buen servicio, excelente el sabor y presentación de la comida; comimos muy rico, recomendado........",40
285,"Comida deliciosa, muy buena cantidad, $40 soles promedio plato fuerte, espectacular la chicha morada, al llegar se anota y vuelve en 20 minutos para la entrega de mesa.
El mejor lugar abajo con vista al mar.",50
286,"He visitad varias veces este restaurant, a mis hijos y a mi nos gustaba, pero vengo observando que ha bajado su calidad, tanto en atención como en calidad y sabor, los anticuchos un poco duros.. en general muy comerciales, parece la comida de un restaurant... ;""Más",30
287,"Fuimos a Tanta de Chacarilla, creo que las instalaciones podrían ser mejor. La comida estuvo Ok, los platos van desde los 40 soles. Es un lugar agradable pero podría mejorar mucho mas.",40
288,"Comida fresca, de casa y muy agradable. 100% recomendable para peruano y extranjeros. volveria 100 veces.",40
289,"Un lugar agradable y urbano. Es para ir con amigos o en pareja, más no en familia. 
La comida es buena y mejor son los chilcanos. 
Lugar recomendable",40
290,"La comida es muy buena. Los precios son algo altos pero no sirven poco. Tanto kas comidas como las bebidas son muy agradables y la atención es oportuna. Estacionamiento con valet, el local de Chacarilla suele llenarse y puede ser algo bullicioso. Sólo me decepcionaron... ;""Más",40
291,"Esta esu na cafetería que cuenta con muchas bebidas, postres, pasteles y sandwiches. El ambiente es agradable y está bien ubicada para quien va como turista.",50
292,"Platos exquisitos con el sabor característico de la comida peruana, buenas bebidas y jugos a la carta.",50
293,"El menú de Tanta me parece fascinante. Recomiendo altamente los Causushis. Y la papa rellena. Y el pastel de choclo y carne. Y los jugos que presentan en todas sus versiones. Es uno de los mejores lugares para comer barato.",50
294,"Comida sabrosa, fresca y muy bien servida. La atención de primera. Ver la puesta del sol saboreando un exquisito pisco sours mientras esperaba los platos, fue hermoso. Lo recomiendo sin dudar !!!",50
295,"Los platos bandera del Perú, preparados y presentados de forma excelente, el pisco sour delicioso, anticucho servido con un pedazo de choclo tierno, causushis ( mini causas variadas), tamal, lomito saltado. Buen servicio, el personal dispuesto a indicar los ingredientes de los platos y sugerencias.",50
296,"Me gustó el lugar y la atención! 

La limonada de hierba Luisa recomendada, muy deliciosa. Pedí un lomo y estuvo en su punto, pero pocas papas :(, no te llenas con un plato fuerte. Obligado es una entrada. 

Pedí una cerveza y le pasaron junto... ;""Más",40
297,"Me gusta mucho ir al Tanta porque tiene variedad entre carne y pescados. Los tiraditos están buenísimos, sus ensaladas son frescas y agradables. Suelo pedir el atún , lo sirven con ensalada y puré . Sitio muy recomendable y bien de precio. Suelo repetir a... ;""Más",40
298,"Tienen que probar el Loma Saltado del Tanta con papas fritas amarillas, 
uno de los mejores de Lima, 
Hay en varios lugares, Centro de Lima x plaza de Armas frente al Correo Postal
Otros en Miraflores Larcomar y en Paseo de la República x Balta,... ;""Más",40
299,"Excelente atencion y servicio, buenos platos, ambiente agradable y buena ubicacion. Nada que decir!
Mucho mas barato que el de Chile",50
300,"Platos contundentes, muy ricos, muy bien presentados, ambiente amigable. Buena y oportuna atención.para señoras son platos para compartir.",40
301,"Estuve en Tanta de Larcomar, ya he ido varias veces y no canso de ir ya que tienen una gama muy interesante de gastronomía y combinado con cócteles fuera de serie. 
En cocteles probé el Margaracha de kamu kamu , si no me equivoco, súper... ;""Más",50
302,"Tanta en larcomar es un excelente opción no sólo para probar platos típicos peruanos, si no también deleitarse con el atardecer limeño y la caída del sol en el mar, precios moderados, entradas excelentes, no dejen de probar la chicha morada",50
303,"Tanta es una buena opción de comida peruana, si te quieres ir a la fija. Los platos son muy ricos, aunque las porciones son pequeñas. Y Los precios son moderados. El servicio es bueno y tiene un buen ambiente. Los postres también son deliciosos. No... ;""Más",40
304,"Nos encantó. Todo perfecto: el servicio, la carta, las sugerencias.
Imperdible los Tamales de alcachofa.
Sin dudas lo recomendaría, fué nuestra primera experiencia al llegar a Lima y repetimos antes de partir.",50
305,"No dejen de ir al Tanta en Lima..allí se puede comer desde una ensalada hasta una empanada. siempre todo es rico. El ambiente cuidado y muy agradable.",50
306,"Fuimos varias veces durante nuestra estadia en Miraflores, los platos, la atencion y la ambientación del lugar muy acorde",50
307,"Fui varias veces a comer a este restaurante y la verdad se come muy bien: en la carta hay mucha variedad de comida. Lo recomiendo",40
308,"Visité el restaurante que está cerca a la zona de las embajadas.

El lugar no es muy grande, más bien es de pocas mesas y da la impresión de que se mantiene ocupado desde el almuerzo hasta la cena.

El grupo de amistades con los... ;""Más",40
309,"Espectacular es mi calificación respecto al tipo de comida ,tanto en su presentación como en la variedad de alternativas que proponen , ademas de delicioso ,cualquier plato que pruebes allí es super recomendable.",50
310,"Nos gustó mucho el ambiente, la comida y los tragos de este lugar. Además se me quedó un bolso que al día siguiente me habían guardado, gente muy honrada.",50
311,"Compartí con amigos y una cena, y todo fue bastante agradable. Recomiendo el Lomo Saltado... es uno de los mejores de Lima.",40
312,"Fui a desayunar y me pareció un espectáculo como se puede ofreser tanta variedad para un desayuno, opciones para todo el día, vistas magnificas, jugos muy acertados, servicio rápido y atento....tamales, revueltos, comida típica peruana. muy sabrosa...Marca Gatón",40
313,"Gaston Acurio esta detrás de esta gran propuesta de restaurante de comida criolla o tipica de Peru. Desde los ceviches, los platos tipicos y los jugos de combinaciones espectaculares.

Un lugar imperdible a un precio razonable",50
314,"Es un restaurante informal con buen ambiente. La atención es espectacular, me recomendaron platos típicos Peruanos que estuvieron muy buenos,  son porciones grandes para quienes gustan comer bastante. La bebida que fue Chicha Morada no me gusto sin embargo el mesero lo noto de inmediato... ;""Más",50
315,"Es un excelente lugar para comer algo no tan complejo pero lo que ofrecen es de primer nivel.  Los sándwiches son fantásticos y los jugos Buen buenos. Los precios están acorde al lugar",40
316,"La entrada de causas es de lo mejor tiene varias variedades y la textura y sabor son de lo mejor que he probado. El lomo muy rico al igual que el aji de gallina.",40
317,"Excelente servicio , el lugar es limpio con muy buena atención, rápido.
Ideal para ver la puesta de sol mientras disfrutas de una exquisita comida o piqueo.
En esta oportunidad pedimos jugo natural ,que estaba exquisito además de unos tequeños rellenos con aji de gallina.... ;""Más",50
318,"Un restaurante con una excelente atención y servicio, variedad de platos y cuenta con una linda vista al mar.",40
319,"Buenísima atención de los meseros. Nos recomendaron muy bien, ordenamos un plato mixto y al llegar el mesero nos explicó detalladamente cada cosa en el plato. También un ceviche tradicional el cuál sencillamente espectacular. Cabe agregar que el restaurante es algo costoso",50
320,"Buena atención a pesar que mi mamá pidió una ensalada de quinoa pero sin cebolla, se la trajeron con cebolla. La retiraron y se demoraron más de 10 minutos en traersela de vuelta. La Quinoa airport maravillosa, mucho sabor! A mi Limonada con hierbabuena le... ;""Más",40
321,"Un lugar encantador para tomar algo y ver cómo cae la noche en la costera ciudad de Lima. 

Gran variedad de platos y bebidas propias de Perú

Su ubicación es única. Lo recomiendo 100%",40
322,"Toda la expectativa que teníamos por visitar un local de Gastón se nos vino abajo. No era lo esperado, lindos locales, buena atención pero de tanto rebuscar en lo gourmet van perdiendo la verdadera escénica. Bueno, pero le falta algo.",30
323,"Increíble la atención, el ceviche y pisco sour. El restaurante muy lindo también. Sin duda un lugar qué hay que visitar!!!",50
324,"Muy buen servicio. Nos preguntaron si alguien tenía alergia y eso es importante pero poco habitual. Un ceviche de pescado impecable (perico) y un pollito Nikkei muy sabroso. Terminamos con un suspiro limeño con un leve exceso de merengue y el dulce de leche con... ;""Más",50
325,"Es una excelente opción, pues tiene platos clásicos de La Cocina peruana a precios muy asequibles. Nosotros fuimos al del centro y el lugar es muy bonito al frente de La Oficina de turismo.  Buenísima opción",40
326,"Una excelente opción para degustar platos típicos mientras estás en Lima. El menú es corto, lo que te hace sencillo elegir y todo es rico, con opciones para todos los gustos. No puedes dejar de probar el Pisco y los postres de Gastón.",40
327,"Un ambiente de excepcional cultura moderna para la gastronomia hecha peruana...conectados como una sola familia a través del buen gusto y la sobria cordialidad del ambiente!!!",50
328,"La atención es muy buena aunque no hay pasantes con el coctel el mesero nos trajo a la mesa maiz, recomiendo el lomo saltado la relación precio producto es muy buena.",40
329,"Es un restaurant de precios cómodos sin embargo no me sorprendió, esperaba más ya que la comida peruana es excelente. Es una buena opción si estás en Larcomar cenar ahí pero hay mejores lugares para disfrutar la gastronomía peruana.",30
330,"Mi experiencia en este restaurante no fue muy buena ya que esperé mucho tiempo para que me atendieran, el personal no fue amable, la comida no superó mis expectativas",30
331,"Se come muy bien pero se llena. Hablo al menos del de Virgen del Pilar en San Isidro. Ideal para unas tapias a las 12 o un café y unos montaduras a las 5. Si vas a almorzar, pídete el lomo saltado que allí no... ;""Más",40
332,"Siempre es una buena opción precio calidad .la carta es variada y todos los platos son abundantes y buenos .Si es verdad que los mismos parecen un poco prefabricados .los postres son muy buenos también",40
333,"Hay varios Tanta, en todos comi muy rico. Me encantaron unos rollitos de pollo con aji amarillo que eran deliciosos con el picante justo. El lomo saltado de ahi es super. Una vez probamos unos alfajorcitos verdes de coca que era muy ricos!",40
334,"Por ser restaurant de Gaston Acurio esperaba mas, fue una comida normal,en sabor y presentacion, nada especial. Se espero bastante tiempo para ingresar al restaurant.",30
335,"Cenamos en Tanta y la comida me pareció de excelente calidad. Es un lugar sencillo, pero acogedor y el servicio es muy bueno. Los meseros fueron muy amables, la espera para la preparación de los platillos no es demasiado larga y los precios no son... ;""Más",50
336,"Tanta es un buen lugar que combina buena comida y buenos tragos, el que está en El Centro de Lima me gusta más que otros locales, el servicio es bueno, esta a una cuadra de la plaza de armas, en pasaje es lindo de noche,... ;""Más",50
337,"Probé el Ají de pollo.... Excelente tienen que probarlo, ofrece postres muy ricos, y el ambiente es muy bueno al igual que la atención, tiene varios locales por Lima, principalmente en centros comerciales.... El precio no es económico... pero accesible y el buen ambiente y... ;""Más",40
338,"Que lugar mas agradable; el servicio de primera; la comida exquisita!! El ambiente muy agradable... !!los postres ufff!! Deliciosos",40
339,"Éste restaurant ofrece un ambiente agradable para comer y de noche para degustar un buen cóctel.  El Chilcano clásico es delicioso.  La carta es variada,  recomiendo los tequeños de lomo saltado. 
La atención del personal es excelente. 
Recomendado.",50
340,"Es buena elección para comer rico y no muy caro, buen servicio. Comida como en casita con su toque gourmet.",40
341,"Siempre se puede ir con amigos y encontrar una opción para cada uno ya que hay platos muy variados. 
Creo que lo único que le faltaría es algún plato vegetariano.",40
342,"Excelente opción para desayuno, brunch o como en mi caso almuerzo.

Mucho detalle en la preparación, presentación y sabor de los platos; fui al local del jockey, lo único que me llamó la atención es que no tenían carta de postres, tenia que acercarme a... ;""Más",40
343,"Dentro de todas las opciones que nos ofrece el Chef Gastón Acurio, Tanta es una de las más frescas y prácticas, pues además de que puedes ir a almorzar con colegas de la oficina, te permite atender a visitantes extranjeros e introducirlos de una forma... ;""Más",40
344,"Es rico pero no destaca, es un restaurante más de ticket promedio 60 soles, su propuesta es conservadora y algunos platos como la milanesa no destacan en los absoluto.",30
345,"Es un excelente lugar para almorzar, estuve ahí y pedí un ceviche casero y una limonada de HIERBALUISA (Helada) y un pescado a lo macho con Tacu Tacu. lo disfrute al máximo",40
346,"lo que mas me gusto es el lomo saltado, un buen cafe y queque de naranja, también una limonada frozen",50
347,"Siempre muy buena atención y buena presentación de platos   
Recomiendo la jaranita criolla ya que el tamalito verde es buenísimo .",50
348,"Las propuestas son variadas y muy sabrosas. La atención es excelente,con buen asesoramiento. Los tiempos de servicio son muy convenientes.",50
349,"En centro comercial Jockey, encontramos el restaurante; dentro de nuestro paseo, excelentes opciones. Somos de estomago delicado y podemos decir que productos frescos y riquísima la chicha morada y probé la limonada de hierba Luisa exquisita",50
350,"Es un restaurante ubicado en Real Plaza Salaverry que es un centro comercial muy bonito y grande. Ubicado en San Isidro una de las zonas más bonitas de Lima. La comida es deliciosa. El restaurante es muy bonito y el servicio excelente.",50
351,"Fui ah almorzar con mi madre y la trataron como una reina, además que ella disfruto con cada uno de los platos del almuerzo y los postres.",50
352,"Si quieren comer comida criolla vayan aquí. Hay varios restaurantes en todo Lima. Les recomiendo el pastel de Choclo, mi favorito es el de este lugar.",40
353,"Muy rico! con un espacio muy agradable.
Recomiendo a todos!
Soy vegetariana y aún sí habian muchas opciones.",50
354,"Seguramente es uno de los restaurantes más famosos de Lima. 
Pero alguien debería decirle a Gastón (gastador) que uno no espera que sus postres traigan helado industrial; uno espera que hagan su propio helado.
Su limonada de hierbas (cedrón creo) no tenía buen gusto.
Tampoco... ;""Más",20
355,"Recomiendo anticuchos y tequeños. Una delicia. Hay varias sucursales, en Larcomar tiene una excelente vista.",50
356,"El servicio es de primera y la calidad de la comida es impecable. Los platos tienen muy buen sabor y la comida es abundante. 
El lugar, impecable.",40
357,"Tanta está ubicado en el centro comercial Larcomar, por lo que si desayunas, comes o cenas en Miraflores, esta es una buena opción. Servicio excelente y la comida con sazón peruano. También es una opción pintoresca, ya que tiene vista al mar, así que además... ;""Más",50
358,"Puedo recomendar comer en Tanta pero no es un restaurante barato aunque las porciones son bastante grandes.
Casi en todos los restaurantes que visité en Perú nunca pude terminar con un platillo por completo.
Pagué 38 soles por mi platillo.",30
359,"De la calidad de la comida no se puede decir mas que buenas cosas, el servicio de primera y la carta generosamente diseñada para cubrir todos los gustos, lo que siempre encuentro que le falta al Tanta es un poco de calor en el local...... ;""Más",40
360,"Me comi un risotto de mariscos exquisito, la atención perfecta y el mesero incluso nos cambio los cocteles porque estaban muy suaves! Muy buen lugar, comida muy bien preparada y presentada! Muy recomendado.",50
361,"Todo muy bueno y delicioso, El personal del servicio muy amable y bien preparados. La comida muy rica con El sabor tipico de Peru...",40
362,"Dependiendo de la zona a la que vayas la atención es rápida o lenta recomiendo ir al del centro comercial en Salaberry, es el mejor. Los postres y los jugos son muy ricos es lo que más recomiendo junto con el sanguche de lomo y... ;""Más",40
363,"Este lugar bastante concurrido a mediodía ofrece gran variedad de platos típicos peruanos. Los ceviches y tiraditos muy sabrosos. Seguir con una causa peruana,un lomo saltado o un ají de gallina dejará satisfechos a todos. Prueben el pisco sour. El servicio es rápido y amable.... ;""Más",50
364,"Tanta es una cafetería y restorante de comida peruana . Tiene una carta variada .
Tiene excelentes sopas , pero las ensaladas no las recomiendo . 
También una selección de postres agradables . 
Es un lugar de comida al paso , pero un poco más... ;""Más",30
365,"Es muy rico, tiene muchas opciones, inclusive para personas vegetarianas. Tiene muy buenos precios también",50
366,"Puedes comer rica comida peruana en Lima o en Santiago de Chile. En ambas partes de calidad, gran sabor y variedad. Mejor si lo acompañas con un pisco sour",50
367,"El servicio es lo primero a resaltar, siempre atentos a los requerimientos y con una buena actitud. La comida muy rica pero las estrellas de la noche fueron los postres. Un restaurante al que volvería.",40
368,"El lugar es muy lindo, la  decoración es lo mejor, excelente atención, la comida es una total delicia!! Lo recomiendo 100%",50
369,"Variedad de comida y precios muy razonables; excelente atención y una linda vajilla para los alimentos. Es una buena opción para los visitantes nacionales y extranjeros.",30
370,"nos encanto el lugar donde esta ubicado, y la comida de primera, nos atendieron super rapido, y el lomo saltado fue espectacular,de postre los macarrons una delicia tambien.",50
371,"Pedimos variado, carne, pasta, cebiche, plato típico y todos salimos contentos y satisfechos con buena atención del mesero siempre atento a nuestras preguntas sobre la comida, de que estaba hecha, procedencia, ingredientes y en los platillos está la mano de Gastón de los de Astrid... ;""Más",50
372,"Un restaurante muy conocido ,donde el chef más famoso del Perú ,nos ofrece sus riquísimos platos a degustar ,una excelente elección,se los recomiendo",50
373,"Hemos ido muchas veces a varios Tanta. La comida casi nunca decepciona. Encuentras un buen lomo saltado, ensaladas y macarones.",30
374,"La comida es rica mas no espectacular. He ido muchisimas veces. Las ensaladas muy buenas, el ceviche muy rico y los jugos buenasos.",40
375,"Presenta una carta no tan amplia, pero de calidad. El combinado de arroz con pollo es extraordinario. El lono saltado bastante bueno. Buenos postres y el bar cumple.",40
376,"Fuimos a desayunar y hay varias opciones para elegir, muy sabrosas y completas. El café es riquísimo! La atención de los mozos fue muy atenta y cordial.",40
377,"No hay pierde, la calidad, el sabor, el servicio, la variedad. No hay pierde.
Especialmente el Lomo Saltado, buenísimo.
Lo jugos para el desayuno espectaculares.",40
